Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SHD1_1719	88.25	0.51	Gradient Boost (General Model)	11	0.877	2232332	306.9525759126578	3068264	0.45	2931	4	2232332	None
SHD1_1720	91.0	1.06	Gradient Boost (General Model)	11	0.71	184449	368.7686935086278	3789818	0.43	2434	32	528501	None
SHD1_1729	85.59	0.01	Gradient Boost (General Model)	11	0.866	72091	309.06216216216217	1582003	0.41	1480	27	202102	None
SHD1_1738	100.0	3.13	Gradient Boost (General Model)	11	0.881	3386509	307.98330241187386	3386509	0.31	3234	1	3386509	None
SHD1_1987	79.45	0.03	Neural Network (Specific Model)	11	0.841	1391176	311.96734234234236	1974886	0.28	1776	2	1391176	None
SHD1_1991	99.63	4.08	Neural Network (Specific Model)	11	0.882	1890811	314.3685910375454	2645806	0.3	2477	3	1890811	None
SHD1_2017	92.25	2.76	Neural Network (Specific Model)	11	0.795	267610	254.62750635413724	3392935	0.28	3541	18	1103384	None
SHD1_2024	83.99	1.15	Gradient Boost (General Model)	11	0.834	299491	258.17284482758623	2144992	0.56	2320	8	438600	None
SHD1_2032	86.88	1.85	Gradient Boost (General Model)	11	0.713	84639	356.86517311608964	3679144	0.43	2455	67	285217	None
SHD1_2094	83.05	1.12	Gradient Boost (General Model)	11	0.853	98619	232.50305810397555	1592916	0.37	1962	21	213015	None
SHD1_2131	87.24	2.44	Neural Network (Specific Model)	11	0.831	400865	253.64818181818183	2007605	0.39	2200	7	762095	None
SHD1_2301	80.31	2.67	Neural Network (Specific Model)	11	0.785	230191	238.49293966623875	2832385	0.34	3116	33	299553	None
SHD1_2361	82.93	3.79	Neural Network (Specific Model)	11	0.878	177617	308.5219298245614	2399383	0.29	2280	55	461203	None
SHD1_2367	90.47	5.43	Neural Network (Specific Model)	11	0.906	548423	312.1619744058501	2819802	0.39	2735	21	993729	None
SHD1_2527	83.31	6.34	Neural Network (Specific Model)	11	0.882	372344	352.78204249485947	1749808	0.63	1459	8	545041	None
SHD1_2565	76.44	5.65	Neural Network (Specific Model)	11	0.88	149764	302.781405066597	3934985	0.42	3829	93	349276	None
SHD1_2598	79.68	7.04	Gradient Boost (General Model)	11	0.774	200634	216.3452188006483	2060328	0.28	2468	14	639678	None
SRR14842322_bin_1115	99.56	0.07	Neural Network (Specific Model)	11	0.913	85381	322.4577231931979	2240692	0.29	2117	57	305778	None
SRR14842333_bin_2759	98.9	0.27	Gradient Boost (General Model)	11	0.906	27129	307.9579557810801	2807810	0.4	2759	182	81746	None
SRR14842335_bin_15594	99.97	0.15	Neural Network (Specific Model)	11	0.877	87159	341.96778042959426	1958217	0.62	1676	55	264371	None
SRR14842341_bin_29780	99.82	0.02	Gradient Boost (General Model)	11	0.875	182223	297.2735452909418	1696677	0.32	1667	34	297014	None
SRR14842356_bin_6598	97.71	2.23	Neural Network (Specific Model)	11	0.895	84304	305.7515708071532	2118633	0.29	2069	64	327994	None
SRR14842357_bin_13165	86.66	1.55	Gradient Boost (General Model)	11	0.909	8255	285.1256429096253	1279372	0.31	1361	215	36301	Low confidence prediction - substantial (26%) disagreement between completeness prediction models
SRR14842358_bin_13739	99.76	0.13	Neural Network (Specific Model)	11	0.863	37324	323.9335647000496	2268829	0.63	2017	102	297777	None
SRR14842358_bin_7038	92.76	5.44	Gradient Boost (General Model)	11	0.852	5489	271.70282542885974	1893826	0.31	1982	444	41276	None
SRR14842359_bin_13260	82.48	4.73	Neural Network (Specific Model)	11	0.907	6450	276.7057057057057	2434245	0.38	2664	478	40074	None
SRR14842362_bin_15039	99.92	0.39	Neural Network (Specific Model)	11	0.886	28414	303.12583056478405	2469569	0.3	2408	137	149820	None
SRR14842365_bin_8142	79.82	4.08	Neural Network (Specific Model)	11	0.915	4969	274.66065649560795	1943225	0.39	2163	465	22620	None
SRR14842366_bin_7446	85.95	3.02	Neural Network (Specific Model)	11	0.868	6308	290.5091538842157	2026560	0.6	2021	413	28899	None
SRR14842367_bin_15863	95.63	3.58	Neural Network (Specific Model)	11	0.847	14955	302.68364348677767	2185017	0.64	2042	241	64188	None
SRR14842372_bin_37	96.41	1.03	Neural Network (Specific Model)	11	0.918	17032	299.6711229946524	1827749	0.46	1870	175	51554	None
SRR14842374_bin_6431	99.98	0.37	Neural Network (Specific Model)	11	0.88	40314	356.2279735682819	2202600	0.57	1816	93	188002	None
SRR14842376_bin_34	99.93	0.16	Neural Network (Specific Model)	11	0.926	74554	314.26763005780344	1757735	0.4	1730	40	112524	None
SRR14842385_bin_42179	89.96	2.87	Neural Network (Specific Model)	11	0.889	5829	277.11151960784315	2285408	0.49	2448	493	32556	None
SRR14842385_bin_51938	83.3	0.54	Neural Network (Specific Model)	11	0.87	7644	299.07301293900184	2228073	0.6	2164	372	59225	None
SRR14842385_bin_66250	83.66	6.3	Gradient Boost (General Model)	11	0.911	4896	250.2960462873674	1704759	0.29	2074	421	22246	None
SRR14842385_bin_76060	95.75	5.78	Gradient Boost (General Model)	11	0.906	11026	285.9728845254792	2020538	0.34	2139	281	47748	None
SRR14842387_bin_9159	93.23	0.52	Gradient Boost (General Model)	11	0.756	21810	388.12259122591223	3755790	0.39	2439	271	114181	None
SRR14842390_bin_19421	99.96	1.78	Neural Network (Specific Model)	11	0.876	123279	341.06674907292955	1886578	0.63	1618	31	373831	None
SRR14842391_bin_11478	96.9	0.98	Gradient Boost (General Model)	11	0.897	16359	284.99343832021	2175642	0.29	2286	247	92035	None
SRR14842391_bin_9403	88.7	2.79	Neural Network (Specific Model)	11	0.875	5552	294.08277945619335	1666096	0.63	1655	368	18513	None
SRR14842401_bin_23010	89.37	6.53	Neural Network (Specific Model)	11	0.881	21497	328.1830222757375	1854551	0.63	1661	146	86148	None
SRR14842407_bin_105335	99.29	0.29	Gradient Boost (General Model)	11	0.919	11293	323.6858552631579	1921327	0.5	1824	232	49636	None
SRR14842407_bin_54194	93.5	1.3	Neural Network (Specific Model)	11	0.89	17569	369.8322147651007	2966970	0.49	2384	261	55395	None
SRR14842407_bin_68494	97.76	0.02	Gradient Boost (General Model)	11	0.902	55926	331.5552268244576	2233496	0.46	2028	66	152806	None
SRR14842407_bin_71312	81.51	0.82	Neural Network (Specific Model)	11	0.864	5088	247.83323406789756	2884139	0.44	3358	677	22326	None
SRR14842415_bin_4582	91.27	0.32	Neural Network (Specific Model)	11	0.862	35219	317.11678115799805	2247335	0.61	2038	132	123551	None
SRR14842415_bin_5990	99.75	0.15	Neural Network (Specific Model)	11	0.849	36167	292.71288395904435	2419315	0.35	2344	140	82092	None
SRR14842418_bin_56	99.98	0.04	Neural Network (Specific Model)	11	0.876	48690	319.4523346303502	2244633	0.44	2056	70	151115	None
SRR14842424_bin_18302	97.96	4.85	Gradient Boost (General Model)	11	0.908	22575	356.2509940357853	2365127	0.48	2012	181	90623	None
SRR14842426_bin_61522	95.34	0.02	Gradient Boost (General Model)	11	0.884	23411	302.701652523448	2297864	0.6	2239	166	59002	None
SRR21169624_bin_19620	82.61	8.79	Neural Network (Specific Model)	11	0.91	5369	276.8646653543307	1851090	0.3	2032	420	36410	None
SRR21169624_bin_19650	99.92	0.0	Neural Network (Specific Model)	11	0.91	82875	337.27836355967946	2632574	0.4	2371	65	154165	None
SRR23153161_bin_18204	85.07	13.23	Gradient Boost (General Model)	11	0.889	2834	275.5817396668723	1506382	0.32	1621	541	15588	None
EHA01875_bin.10	95.09	2.99	Gradient Boost (General Model)	11	0.879	8456	299.40625	1501871	0.63	1472	260	41346	None
EHA01879_bin.9	83.64	0.15	Neural Network (Specific Model)	11	0.833	28342	307.275	1945166	0.37	1760	127	79344	None
EHA01906_bin.12	99.56	0.03	Gradient Boost (General Model)	11	0.901	72500	337.3564189189189	1990760	0.38	1776	49	146363	None
EHA01908_bin.23	99.99	0.06	Neural Network (Specific Model)	11	0.951	123244	302.09908814589664	1561743	0.35	1645	34	139705	None
EHA01915_bin.8	85.08	2.95	Neural Network (Specific Model)	11	0.915	5806	280.2047111609647	1633977	0.46	1783	337	33654	None
EHA01918_bin.2	97.04	0.38	Gradient Boost (General Model)	11	0.89	67290	290.5864494631618	2642616	0.29	2701	81	334157	None
EHA01925_bin.17	99.99	0.09	Neural Network (Specific Model)	11	0.943	100125	298.9406215316315	1707503	0.35	1802	36	237461	None
EHA01926_bin.17	99.91	0.23	Neural Network (Specific Model)	11	0.884	100933	316.3063674321503	2054057	0.31	1916	39	234687	None
EHA01929_bin.59	89.98	2.24	Neural Network (Specific Model)	11	0.849	9276	257.76829954954957	3232389	0.28	3552	513	47318	None
EHA01958_bin.11	97.42	0.0	Gradient Boost (General Model)	11	0.902	55144	318.0418236623964	2802707	0.45	2654	87	136085	None
EHA01958_bin.114	96.46	3.02	Gradient Boost (General Model)	11	0.876	12835	284.2126874846324	3953615	0.63	4067	481	44490	None
EHA01958_bin.119	98.07	0.6	Neural Network (Specific Model)	11	0.899	89013	293.06989795918366	1914221	0.29	1960	98	233685	None
EHA01958_bin.120	98.58	0.45	Neural Network (Specific Model)	11	0.885	123042	316.963424437299	5339985	0.57	4976	81	285537	None
EHA01958_bin.195	87.84	0.07	Gradient Boost (General Model)	11	0.87	17925	288.94332627118644	1878008	0.62	1888	158	70838	None
EHA01958_bin.206	92.14	3.49	Neural Network (Specific Model)	11	0.852	45463	295.2458079268293	2725090	0.27	2624	161	222231	None
EHA01958_bin.74	97.69	0.07	Gradient Boost (General Model)	11	0.896	34358	287.4389989572471	1842337	0.3	1918	83	181924	None
EHA05615_bin.68	88.17	0.36	Neural Network (Specific Model)	11	0.876	19395	291.33266129032256	2468914	0.59	2480	216	58936	None
EHA05615_bin.81	95.21	0.31	Neural Network (Specific Model)	11	0.92	61934	330.18112014453476	2379884	0.38	2214	92	310388	None
EHA05620_bin.26	89.87	0.19	Neural Network (Specific Model)	4	0.919	13409	325.12084993359895	797753	0.32	753	89	46107	None
EHA05620_bin.87	99.65	3.94	Neural Network (Specific Model)	11	0.871	26838	290.9319752637323	2752096	0.27	2749	156	84688	None
EHA05637_bin.31	92.7	0.41	Gradient Boost (General Model)	11	0.895	25139	320.58244206773617	2407402	0.47	2244	129	123084	None
EHA05655_bin.23	88.24	0.61	Neural Network (Specific Model)	11	0.851	66801	306.9806741573034	2405082	0.39	2225	63	175046	None
EHA05655_bin.56	79.41	0.23	Neural Network (Specific Model)	11	0.895	21973	317.6498845265589	2301158	0.45	2165	150	65285	None
EHA05663_bin.43	99.94	0.67	Neural Network (Specific Model)	11	0.859	30861	306.2547368421053	2536531	0.26	2375	159	261337	None
EHA05667_bin.34	99.75	0.13	Gradient Boost (General Model)	11	0.86	52196	304.22546012269936	2072374	0.41	1956	72	159878	None
EHA05670_bin.38	95.66	3.1	Gradient Boost (General Model)	11	0.877	7256	265.41231445849365	1649326	0.58	1819	307	31440	None
ERR1913440_bin_5672	78.3	3.9	Neural Network (Specific Model)	11	0.897	7432	281.8388625592417	1588396	0.29	1688	284	33282	None
ERR1913872_bin_34891	92.01	0.14	Gradient Boost (General Model)	11	0.9	42889	326.5094258783205	2536981	0.47	2334	89	119076	None
ERR1913920_bin_41821	99.99	0.01	Neural Network (Specific Model)	11	0.895	153163	314.3865959863688	2779132	0.47	2641	34	444372	None
ERR1914112_bin_48825	95.77	0.91	Gradient Boost (General Model)	11	0.854	40838	358.9851318944844	2627300	0.63	2085	120	224578	None
ERR1914448_bin_142	100.0	0.06	Gradient Boost (General Model)	11	0.861	87692	310.8723628691983	2050409	0.41	1896	41	164338	None
ERR1915648_bin_349	100.0	0.01	Gradient Boost (General Model)	11	0.883	43646	308.3878962536023	1814756	0.4	1735	62	104602	None
ERR1915648_bin_35072	99.48	0.76	Gradient Boost (General Model)	11	0.919	50581	315.7832319721981	2369643	0.31	2302	59	258923	None
ERR1915648_bin_4766	78.45	6.43	Neural Network (Specific Model)	11	0.902	7093	284.14964610717897	1867494	0.29	1978	349	43188	None
ERR1915672_bin_41000	80.61	0.91	Neural Network (Specific Model)	11	0.877	4343	263.79010779961953	1420568	0.63	1577	393	41832	None
ERR1915720_bin_50694	91.85	2.35	Gradient Boost (General Model)	11	0.906	7312	283.58844550327575	1575132	0.3	1679	283	36383	None
ERR1915792_bin_60840	99.87	0.06	Neural Network (Specific Model)	11	0.907	117133	346.8585086042065	2995646	0.5	2615	50	256292	None
ERR1915864_bin_28769	97.94	0.04	Gradient Boost (General Model)	11	0.923	44207	371.0360655737705	2203633	0.43	1830	81	98769	None
ERR1915888_bin_162	93.87	0.0	Neural Network (Specific Model)	11	0.874	77330	340.5837506956038	2099057	0.69	1797	72	136956	None
ERR1915888_bin_37957	91.3	8.01	Gradient Boost (General Model)	11	0.882	4108	292.241550695825	1998005	0.32	2012	559	21261	None
ERR1916080_bin_50	100.0	0.0	Neural Network (Specific Model)	11	0.942	137310	309.280487804878	1611386	0.36	1640	18	296206	None
ERR1916320_bin_52313	94.0	4.67	Gradient Boost (General Model)	11	0.898	7727	276.7433313574392	1557666	0.29	1687	278	61640	None
GL_01_02_bin_142423	78.28	13.79	Gradient Boost (General Model)	11	0.878	2963	267.90828883213374	3936259	0.38	4307	1384	16461	None
GL_01_02_bin_144021	97.11	1.28	Gradient Boost (General Model)	11	0.842	38378	300.6048547552726	2687509	0.31	2513	158	121763	None
GL_01_02_bin_66444	100.0	3.3	Neural Network (Specific Model)	11	0.89	25291	324.53626877067956	4288891	0.62	3929	348	106726	None
GL_01_02_bin_7324	75.39	1.0	Gradient Boost (General Model)	11	0.89	7181	300.4593837535014	3246807	0.6	3213	556	35735	None
GL_01_02_bin_76891	99.98	1.61	Neural Network (Specific Model)	11	0.903	132551	339.90506329113924	3740541	0.34	3318	46	547100	None
GL_01_02_bin_77494	99.76	0.77	Gradient Boost (General Model)	11	0.891	31568	331.3846968493513	4209015	0.4	3777	288	129498	None
GL_01_02_bin_97696	84.07	3.12	Neural Network (Specific Model)	11	0.864	6976	273.77101865136297	3304260	0.63	3485	615	28770	None
GL_01_04_bin_39973	92.67	14.89	Gradient Boost (General Model)	11	0.875	3798	252.00319829424308	2425723	0.53	2814	710	24276	None
GL_01_06_bin_117540	76.33	2.15	Gradient Boost (General Model)	11	0.884	3693	265.3591485507246	1983943	0.6	2208	578	16003	None
GL_01_07_bin_43442	97.86	0.05	Gradient Boost (General Model)	11	0.885	215846	323.1048913043478	2012863	0.5	1840	12	319480	None
GL_01_07_bin_52123	73.79	2.28	Neural Network (Specific Model)	11	0.909	6478	289.07028301886794	2017342	0.49	2120	372	29787	None
GL_01_07_bin_71339	85.98	4.18	Gradient Boost (General Model)	11	0.907	7450	284.9678341672623	1316569	0.3	1399	232	27225	None
GL_02_01_bin_306	94.59	0.0	Gradient Boost (General Model)	11	0.87	20850	326.9584775086505	1950851	0.47	1734	145	59238	None
GL_02_02_bin_86348	98.9	1.13	Gradient Boost (General Model)	11	0.883	9847	311.8192596177111	4370301	0.45	4133	612	59270	None
GL_02_03_bin_465	93.05	0.35	Neural Network (Specific Model)	11	0.877	63369	302.3264119601329	2488579	0.27	2408	76	140523	None
GL_02_04_bin_46422	82.62	13.03	Neural Network (Specific Model)	11	0.876	5286	294.9643320363165	1555998	0.63	1542	361	31955	None
GL_03_02_bin_192594	81.99	1.44	Neural Network (Specific Model)	11	0.916	8815	287.56447368421055	1428608	0.46	1520	233	35891	None
GL_03_02_bin_84646	87.29	2.02	Neural Network (Specific Model)	11	0.912	17277	316.9216569113012	2310894	0.44	2221	182	85692	None
GL_03_10_bin_136	82.6	7.96	Gradient Boost (General Model)	11	0.857	2745	250.61320754716982	1485235	0.32	1696	547	15207	None
GL_03_14_bin_60697	92.78	6.61	Neural Network (Specific Model)	11	0.849	5636	267.1177027453455	2987463	0.28	3169	667	26166	None
GL_04_01_bin_54747	89.05	1.73	Neural Network (Specific Model)	11	0.912	6610	271.25560022975304	1550970	0.39	1741	304	27356	None
GL_04_02_bin_25090	79.66	6.25	Neural Network (Specific Model)	11	0.891	5407	269.4087378640777	1864397	0.29	2060	426	24751	None
GL_04_02_bin_29863	89.34	8.09	Gradient Boost (General Model)	11	0.847	5922	268.1618414807784	1997665	0.31	2107	429	31885	None
GL_04_07_bin_83918	96.56	7.06	Gradient Boost (General Model)	11	0.921	4245	269.57353535353536	4333695	0.63	4950	1186	45054	None
GL_04_08_bin_6499	100.0	2.62	Neural Network (Specific Model)	11	0.905	172429	329.30591852421213	2837655	0.62	2602	24	443685	None
GL_04_08_bin_65005	91.73	6.38	Gradient Boost (General Model)	11	0.879	88241	315.6377480387633	2329598	0.48	2167	53	298689	None
GL_04_09_bin_35152	89.24	0.1	Neural Network (Specific Model)	11	0.906	75133	366.88292507204613	3368054	0.46	2776	78	178739	None
GL_05_01_bin_288	99.82	0.04	Neural Network (Specific Model)	11	0.886	66832	358.9840326773116	3270173	0.45	2693	82	250774	None
GL_05_01_bin_30113	79.86	3.1	Neural Network (Specific Model)	11	0.86	5531	272.4386772708246	2268373	0.29	2389	510	35505	None
GL_05_03_bin_34006	93.18	3.73	Gradient Boost (General Model)	11	0.904	5565	267.0225606316977	1568404	0.57	1773	341	20383	None
GL_05_11_bin_301	99.95	0.33	Neural Network (Specific Model)	11	0.912	93040	320.0466439135381	1848967	0.29	1758	38	340287	None
GL_05_12_bin_22152	98.69	0.47	Neural Network (Specific Model)	11	0.918	47815	313.3037542662116	2096058	0.38	2051	78	132967	None
GL_06_04_bin_50916	78.38	6.62	Neural Network (Specific Model)	11	0.902	5785	281.03343465045594	1842466	0.29	1974	388	17054	None
GL_06_06_bin_38728	78.64	7.74	Gradient Boost (General Model)	11	0.878	2875	253.17450058754406	1469926	0.63	1702	518	36341	None
GL_07_02_bin_56484	85.34	12.29	Gradient Boost (General Model)	11	0.888	19464	344.02285714285716	2641106	0.43	2275	183	97283	None
GL_07_03_bin_62788	99.84	1.0	Neural Network (Specific Model)	11	0.785	38887	310.2771285475793	2834490	0.49	2396	131	91894	None
GL_07_03_bin_64336	94.08	0.14	Gradient Boost (General Model)	11	0.894	41323	346.03105590062114	1493256	0.3	1288	74	139207	None
GL_07_07_bin_82045	94.04	0.97	Neural Network (Specific Model)	11	0.822	47927	326.333815726001	2464079	0.51	2073	88	206770	None
GL_07_07_bin_84276	86.49	0.14	Neural Network (Specific Model)	11	0.881	61103	318.33460490463216	1984686	0.49	1835	78	133933	None
GL_07_11_bin_54297	83.35	20.54	Gradient Boost (General Model)	11	0.92	2633	247.03533755274262	1523714	0.34	1896	587	10185	None
GL_08_08_bin_53601	89.5	0.29	Neural Network (Specific Model)	11	0.887	64464	351.06074074074075	3200643	0.38	2700	114	165428	None
GL_08_10_bin_63361	94.15	2.72	Gradient Boost (General Model)	11	0.879	7801	282.6085611139763	1866280	0.58	1939	310	40064	None
MS_05_01_bin_32122	76.01	4.91	Neural Network (Specific Model)	11	0.923	3530	263.5911559348332	2204164	0.68	2578	682	17117	None
MS_05_01_bin_33274	99.99	2.19	Neural Network (Specific Model)	11	0.919	90772	317.91593309859155	2352877	0.6	2272	59	186105	None
MS_05_01_bin_53548	97.63	2.83	Gradient Boost (General Model)	11	0.878	8588	292.1610555050045	2190330	0.57	2198	355	26657	None
PRJEB20308A_bin_217061	94.71	0.3	Gradient Boost (General Model)	11	0.864	30310	318.88	1713446	0.52	1550	99	126158	None
PRJEB20308A_bin_233240	98.95	0.41	Neural Network (Specific Model)	11	0.91	35339	311.08895705521473	1669640	0.33	1630	91	126444	None
PRJEB20308A_bin_431487	99.97	0.61	Gradient Boost (General Model)	11	0.867	28572	314.1482523101647	2700953	0.36	2489	176	287893	None
PRJEB20308B_bin_487023	94.54	19.23	Gradient Boost (General Model)	11	0.895	3706	264.2633103947845	2442210	0.29	2761	710	25812	None
PRJEB20308B_bin_500878	85.37	0.83	Gradient Boost (General Model)	11	0.912	5696	276.53841901603096	1641733	0.4	1809	358	35551	None
PRJNA738608A_bin_183104	96.5	1.25	Gradient Boost (General Model)	11	0.868	24089	295.5066287878788	2154418	0.62	2112	130	84444	None
PRJNA738608B_bin_1379	70.87	0.94	Neural Network (Specific Model)	11	0.883	4465	272.839530332681	1892400	0.36	2044	493	19394	None
PRJNA738608B_bin_330321	81.4	4.03	Neural Network (Specific Model)	11	0.911	6664	318.4607941274608	3138092	0.47	2997	609	35567	None
PRJNA738608B_bin_40256	100.0	0.45	Gradient Boost (General Model)	11	0.842	61474	290.4262068965517	2998231	0.43	2900	78	140670	None
PRJNA738608B_bin_461642	92.39	3.1	Gradient Boost (General Model)	11	0.897	8275	272.01347848626233	1751812	0.62	1929	277	26307	None
PRJNA738608B_bin_536510	98.28	0.51	Gradient Boost (General Model)	11	0.859	34490	304.45054095826896	2750598	0.29	2588	159	193416	None
PRJNA738608B_bin_577530	91.52	1.64	Gradient Boost (General Model)	11	0.818	13834	260.36105085562787	3957223	0.39	4149	454	76743	None
PRJNA738608B_bin_697612	93.47	0.39	Neural Network (Specific Model)	11	0.915	30085	305.67642822851656	2082736	0.39	2083	147	78407	None
PRJNA738608B_bin_729841	90.68	5.31	Neural Network (Specific Model)	11	0.854	5211	278.0234321157822	2829683	0.38	2902	654	24008	None
PRJNA738608C_bin_39593	90.55	2.55	Neural Network (Specific Model)	11	0.908	13858	303.49171009000474	2115412	0.31	2111	245	71144	None
PRJNA738608C_bin_5523	96.95	0.43	Gradient Boost (General Model)	11	0.909	59874	326.4342105263158	1800336	0.47	1672	54	136414	None
PRJNA871950C_bin_18083	89.64	1.75	Gradient Boost (General Model)	11	0.899	11345	316.20389170896783	2491484	0.47	2364	283	35030	None
PRJNA871950C_bin_35995	99.04	0.89	Gradient Boost (General Model)	11	0.895	22943	325.2622739018088	1686162	0.43	1548	117	97914	None
PRJNA925857_bin_81111	90.82	4.52	Gradient Boost (General Model)	11	0.903	4592	276.77088948787065	1703347	0.3	1855	432	26918	None
SA000208_bin_113762	86.1	0.5	Gradient Boost (General Model)	11	0.907	6096	281.89143816452156	1663667	0.57	1787	352	23083	None
SA000208_bin_229473	75.89	1.38	Neural Network (Specific Model)	11	0.867	6799	268.77098270771825	2201609	0.56	2371	441	106667	None
SA000208_bin_23	99.22	0.08	Gradient Boost (General Model)	11	0.845	62563	298.85799601857997	1596188	0.26	1507	59	136161	None
SA000208_bin_242103	94.05	1.22	Neural Network (Specific Model)	11	0.909	18253	303.4762583095916	2106788	0.3	2106	193	80531	None
SA000208_bin_78768	98.96	0.01	Gradient Boost (General Model)	11	0.864	72144	313.57217030114225	2093525	0.41	1926	50	212903	None
SA000209_bin_370	94.84	0.51	Neural Network (Specific Model)	11	0.907	17850	309.7468844005157	2379466	0.43	2327	216	66302	None
SA000209_bin_467695	83.83	1.87	Neural Network (Specific Model)	11	0.913	7568	297.12757605495585	1985369	0.4	2038	360	30833	None
SA000209_bin_520280	99.53	0.09	Neural Network (Specific Model)	11	0.889	16886	327.6626569037657	2111201	0.53	1912	203	84315	None
SA000209_bin_520916	97.17	0.39	Neural Network (Specific Model)	11	0.9	48009	367.7997591087022	4065174	0.42	3321	159	141517	None
SA000209_bin_554471	71.04	2.27	Neural Network (Specific Model)	11	0.92	3906	295.9182501104728	2178823	0.51	2263	630	21858	None
SA000209_bin_724565	93.81	0.87	Gradient Boost (General Model)	11	0.923	11453	304.91742678828615	2058987	0.4	2083	269	94050	None
SA000209_bin_876819	99.7	1.36	Neural Network (Specific Model)	11	0.902	50977	354.54777070063693	2218617	0.55	1884	66	174472	None
SA000209_bin_998256	99.64	1.58	Neural Network (Specific Model)	11	0.906	25910	325.86133069828725	3271121	0.5	3036	254	128612	None
SA000210_bin_183840	93.41	2.8	Gradient Boost (General Model)	11	0.901	11748	310.1209415584416	2540181	0.48	2464	323	50920	None
SA000210_bin_281089	79.87	1.78	Neural Network (Specific Model)	11	0.895	26412	333.6397111913357	1547056	0.66	1385	100	66785	None
SA000210_bin_371446	99.43	0.04	Neural Network (Specific Model)	11	0.897	50816	347.2947882736156	2848418	0.47	2456	90	183264	None
SA000211_bin_229317	87.16	2.03	Gradient Boost (General Model)	11	0.837	7701	290.4594594594595	1653817	0.38	1591	288	26223	None
SA000211_bin_232903	91.64	7.24	Gradient Boost (General Model)	11	0.848	4845	273.72064148991205	1869844	0.31	1933	449	23270	None
SA000211_bin_247642	85.19	2.07	Neural Network (Specific Model)	11	0.815	79263	333.20200951877314	2313534	0.51	1891	63	172963	None
SA000211_bin_302429	89.91	2.9	Neural Network (Specific Model)	11	0.848	14672	270.66173962478683	3366502	0.28	3518	362	82684	None
SA000211_bin_71699	92.06	0.33	Neural Network (Specific Model)	11	0.767	18068	310.09975470155354	2961318	0.46	2446	258	66661	None
SA000212_bin_162763	98.03	2.26	Neural Network (Specific Model)	11	0.92	51810	295.82608695652175	1990540	0.43	2070	81	136977	None
SA000213_bin_100632	93.38	5.1	Gradient Boost (General Model)	11	0.89	4743	273.1236923076923	1493657	0.31	1625	362	16748	None
SA000213_bin_177847	99.97	0.38	Neural Network (Specific Model)	11	0.825	56943	309.37783711615486	2522551	0.44	2247	96	150839	None
SA000213_bin_193	94.45	5.62	Gradient Boost (General Model)	11	0.876	7199	304.3435960591133	1689861	0.63	1624	319	26682	None
SA000214_bin_153849	83.83	1.14	Neural Network (Specific Model)	11	0.9	13337	292.26706231454006	1639017	0.42	1685	181	83777	None
SA000214_bin_242773	87.91	1.76	Neural Network (Specific Model)	11	0.913	13118	301.1181296144381	2408603	0.41	2438	291	48916	None
SA000215_bin_291961	82.15	0.02	Neural Network (Specific Model)	11	0.902	31458	346.6392776523702	2551793	0.41	2215	150	126196	None
SA000215_bin_551651	85.17	0.27	Neural Network (Specific Model)	11	0.899	35081	358.0160450997398	2752948	0.41	2306	131	101480	None
SA000215_bin_749028	84.87	1.82	Neural Network (Specific Model)	11	0.899	5727	313.2929987859166	2579659	0.53	2471	567	28715	None
SA000215_bin_845862	83.53	0.5	Gradient Boost (General Model)	11	0.86	43897	323.4166666666667	1731018	0.52	1536	86	68597	None
SA000216_bin_180998	87.68	1.47	Neural Network (Specific Model)	11	0.904	13468	330.026384083045	2530129	0.44	2312	300	57902	None
SA000217_bin_67868	97.68	0.0	Gradient Boost (General Model)	11	0.907	22083	310.00137268359646	1489887	0.34	1457	104	60048	None
SA000218_bin_100139	99.54	1.47	Neural Network (Specific Model)	11	0.908	16360	314.4049079754601	1860632	0.29	1793	161	68791	None
SA000218_bin_136484	99.42	0.02	Neural Network (Specific Model)	11	0.903	28994	361.63397054214977	3829655	0.46	3191	229	89711	None
SA000218_bin_244200	96.44	0.09	Neural Network (Specific Model)	11	0.898	34514	359.53715967623253	3262359	0.41	2718	187	137065	None
SA000218_bin_258445	93.54	2.64	Neural Network (Specific Model)	11	0.923	15725	322.82864197530864	2119834	0.39	2025	200	63642	None
SA000218_bin_86012	96.4	1.98	Gradient Boost (General Model)	11	0.884	9986	291.84287200832466	1899786	0.58	1922	255	27733	None
SA000221_bin_117	93.36	0.95	Neural Network (Specific Model)	11	0.899	12209	297.6799140708915	1847349	0.42	1862	210	61724	None
SA000221_bin_12197	74.73	2.78	Gradient Boost (General Model)	11	0.895	2502	276.4034401876466	1183565	0.32	1279	473	13362	None
SA000222_bin_102834	95.09	0.77	Gradient Boost (General Model)	11	0.916	10881	299.6401384083045	1981074	0.37	2023	283	41407	None
SA000222_bin_113230	99.84	0.4	Neural Network (Specific Model)	11	0.822	28860	341.46136668155424	2786482	0.47	2239	158	102758	None
SA000223_bin_138197	91.44	3.41	Gradient Boost (General Model)	11	0.876	6146	290.7359716479622	1683264	0.62	1693	371	24458	None
SA000225_bin_67439	98.77	1.07	Gradient Boost (General Model)	11	0.884	30349	321.359795134443	2551222	0.49	2343	137	104316	None
